severity,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,churn,files,NR,NBF,nc,ncom,avg_cs,dsc,ce,exp,own,is_controller,is_procedural,is_test,is_util,is_external
none,2,5,3,2,7,2,0,2,7,0.5833334,0.26666668,0.26666668,6,0,6,0,0,0,6,0,0,0,2,0,0,2,0,0,0,0,0,31,3,0,0,0,0,0,0,4,0,3,1,0,0,0,50,1,0,4292,205,0,2,10,2,20.5,5.652777778,1.736780187,5,0.7,FALSE,FALSE,FALSE,FALSE,FALSE
major,27,27,0,27,15,2,0,55,0,0.4375,0.33333334,0.33333334,4,1,3,1,0,0,3,0,0,0,4,0,0,4,0,0,0,0,0,122,0,1,4,3,0,7,14,23,0,25,8,1,0,6,100,1,0,309,13,0,0,2,1,6.5,5.555555556,0.540204142,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,1,1,0,1,1,1,0,0,0,0,,,1,0,1,0,0,0,1,0,0,0,3,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,10,0,3109,87,0,3,9,4,9.666666667,5.98,1.528929106,2.25,0.666666667,FALSE,FALSE,FALSE,FALSE,FALSE
minor,10,93,83,10,43,1,1,26,0,0.6034483,0.64615387,0.64615387,29,5,26,3,0,0,26,0,0,0,2,1,1,1,0,0,2,0,6,129,26,8,3,0,1,0,1,19,0,16,2,0,0,0,89,1,0,3067,202,2,1,17,3,11.88235294,2.5,2.250513011,5.666666667,0.823529412,FALSE,FALSE,FALSE,FALSE,FALSE
major,13,20,7,13,11,1,0,17,27,0.78000003,0.22222222,0.30555555,10,2,1,1,0,8,9,0,0,0,5,0,0,1,0,4,0,0,3,145,5,0,1,0,0,0,0,9,0,8,1,4,0,0,78,1,0,7000,241,0,2,6,5,40.16666667,4.222222222,1.531749184,1.2,0.333333333,TRUE,FALSE,FALSE,FALSE,FALSE
minor,13,13,0,13,2,1,0,1,0,0,1,1,2,0,2,0,0,0,2,0,0,0,9,0,0,9,0,0,9,0,0,25,1,0,0,0,0,0,0,9,0,9,0,0,0,0,42,1,0,7333,94,0,2,2,2,47,0,0.472681545,1,0.5,TRUE,TRUE,FALSE,FALSE,FALSE
minor,18,22,4,18,9,2,0,34,0,0.11111111,1,1,3,0,2,1,0,0,2,0,0,0,3,0,0,3,0,0,3,0,3,53,0,3,0,1,0,2,3,9,0,9,3,1,0,0,57,1,0,2423,48,0,0,1,1,48,4.153846154,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
critical,11,15,4,11,472,1,0,76,66,0.78125,0.083333336,0.083333336,48,0,9,39,0,0,9,0,0,0,10,0,0,10,0,0,3,0,10,1515,180,23,106,11,5,0,65,222,39,107,6,0,2,0,512,17,0,32876,164,0,3,8,3,20.5,4.08,1.809260208,2.666666667,0.5,TRUE,FALSE,FALSE,FALSE,FALSE
minor,5,5,0,5,1,1,0,10,0,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,1,5,2,2,2,0,1,0,0,21,2,1,3487,21,0,0,4,3,5.25,2.5,1.237227395,1.333333333,0.5,FALSE,FALSE,FALSE,FALSE,FALSE
minor,3,3,0,3,2,3,0,5,0,0.5,,,1,1,0,0,0,1,1,0,0,0,2,2,0,0,0,2,2,0,2,83,2,0,0,1,0,2,0,4,1,4,1,0,2,0,23,8,0,45016,693,0,8,41,14,16.90243902,6.48,3.074441891,2.928571429,0.414634146,FALSE,FALSE,FALSE,TRUE,FALSE
none,2,3,1,2,3,4,0,0,0,0.5555556,0.6666667,1,3,0,3,0,0,0,3,0,0,0,3,1,0,3,0,0,1,0,0,16,2,0,0,0,0,0,1,3,0,3,0,0,0,0,45,1,0,1027,12,0,0,1,1,12,0,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
major,24,28,4,24,55,4,0,56,255,0.9190282,0.031620555,0.031620555,26,0,20,3,0,3,23,0,0,0,19,2,0,17,0,2,15,0,5,455,22,4,13,0,7,7,4,45,2,30,4,1,4,0,115,16,0,35157,578,0,17,46,6,12.56521739,6.691358025,3.190571059,7.666666667,0.608695652,FALSE,FALSE,FALSE,FALSE,FALSE
none,0,0,0,0,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,9,9,0,929,52,0,2,5,3,10.4,0,1.402505307,1.666666667,0.6,TRUE,FALSE,FALSE,FALSE,FALSE
major,19,24,5,19,2,1,0,3,1,1,0,0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,337,2,0,0,0,0,1,0,3,0,3,0,0,2,0,57,1,0,6785,120,0,5,6,4,20,2.5,1.385484457,1.5,0.5,FALSE,FALSE,FALSE,FALSE,FALSE
major,13,17,4,13,32,6,0,65,43,0.8409091,0.16666667,0.16666667,11,1,9,2,0,0,9,0,0,0,8,2,0,8,0,0,2,0,7,229,7,2,2,2,8,57,20,56,9,47,2,5,0,0,205,1,0,1951,168,0,3,16,4,10.5,2.938271605,2.128154173,4,0.625,TRUE,TRUE,FALSE,FALSE,FALSE
critical,24,46,22,24,262,2,0,40,25332,0.9851247,0.014824178,0.9227764,229,4,228,0,0,1,229,0,0,1,91,1,0,90,1,0,0,0,17,1256,232,6,4,1,0,123,2,385,3,152,7,40,2,0,235,1,0,29635,269,0,1,5,4,53.8,2.6,1.598463117,1.25,0.4,FALSE,FALSE,FALSE,FALSE,FALSE
major,30,31,1,30,35,2,0,72,91,0.9285714,0,0,14,0,11,3,0,0,11,0,0,0,1,1,0,1,0,0,1,0,9,238,9,3,7,2,0,33,3,75,1,75,3,0,0,5,88,1,1,18808,771,1,9,25,6,30.84,11.27941176,2.734669654,4.166666667,0.44,TRUE,FALSE,FALSE,FALSE,FALSE
none,3,8,5,3,8,2,0,1,3,0.6785714,0.42857143,1,7,0,7,0,0,0,7,0,0,0,4,1,0,4,0,0,1,0,0,30,4,0,1,0,0,4,2,6,1,4,1,0,0,0,33,1,0,16504,247,1,0,4,2,61.75,0,1.355729828,2,0.75,FALSE,FALSE,FALSE,FALSE,FALSE
none,0,1,1,0,6,1,0,0,9,0.6666667,0.2,0.2,6,0,6,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,23,3,0,0,0,0,0,0,3,0,3,0,0,0,0,12,1,0,5184,130,0,0,4,2,32.5,9.948979592,1.246316457,2,0.75,FALSE,FALSE,FALSE,FALSE,FALSE
major,3,3,0,3,49,2,0,33,55,0.90909094,0.8181818,0.8181818,11,0,11,0,0,0,11,0,0,0,1,0,0,0,0,1,0,0,11,195,26,0,22,1,6,2,37,62,25,35,4,0,0,0,251,0,0,2981,97,0,1,4,4,24.25,0,0.696152034,1,0.25,FALSE,FALSE,FALSE,FALSE,FALSE
none,39,39,0,39,28,1,0,8,190,0,0,0,20,0,19,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,96,25,0,3,0,1,2,0,6,0,6,2,0,0,0,39,2,0,34521,459,1,13,19,5,24.15789474,3.777777778,2.340975909,3.8,0.736842105,FALSE,TRUE,FALSE,FALSE,FALSE
minor,7,9,2,7,7,1,0,17,3,0.8333334,0,0,3,3,2,1,0,0,2,0,0,0,4,4,0,4,0,0,4,0,3,68,3,3,0,1,0,3,0,11,1,11,4,1,1,0,51,1,0,32686,7,0,0,1,1,7,3.777777778,0,1,1,FALSE,FALSE,FALSE,TRUE,FALSE
none,0,3,3,0,5,1,0,0,4,0.6,0.3,0.4,5,0,5,0,0,0,5,0,0,0,3,0,0,3,0,0,2,0,0,22,3,0,0,0,0,0,0,3,0,3,0,0,0,0,32,1,0,3034,142,0,4,6,2,23.66666667,0,1.546121437,3,0.666666667,FALSE,FALSE,FALSE,FALSE,FALSE
critical,25,29,4,25,83,7,0,67,88,0.85714287,0.16666667,0.16666667,21,4,12,8,0,1,13,0,0,0,9,4,0,9,0,0,8,0,28,584,20,17,13,9,0,23,29,72,8,56,5,0,5,0,217,16,2,1338,9,0,0,1,1,9,0,0,1,1,TRUE,TRUE,FALSE,FALSE,FALSE
critical,30,33,3,30,27,2,0,75,43,0.8333333,0,0,10,4,1,8,0,1,2,0,0,0,3,1,0,3,0,0,3,0,9,154,8,0,0,0,1,11,2,21,2,23,6,0,1,3,134,17,8,5369,277,1,5,17,5,16.29411765,6.730769231,2.176176277,3.4,0.411764706,TRUE,FALSE,FALSE,FALSE,FALSE
none,6,8,2,6,3,1,0,0,3,0.6666667,0,0,3,0,3,0,0,0,3,0,0,0,2,0,0,0,2,0,0,0,0,13,2,0,0,0,0,6,0,0,0,2,0,0,0,0,33,1,0,3667,100,0,0,2,2,50,5.21875,0.641035478,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE
major,10,17,7,10,157,1,0,52,457,0.8333333,0.1952381,0.1952381,38,2,36,2,0,0,36,0,2,0,3,1,0,3,0,0,1,0,6,387,44,29,53,2,2,11,37,57,5,36,5,1,0,0,178,1,0,188,26,0,0,1,1,26,0,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE
major,10,26,16,10,50,2,0,57,45,0.9,0,0,10,1,8,2,0,0,8,0,0,0,1,1,0,1,0,0,0,0,1,282,10,1,4,0,5,76,51,42,3,25,2,0,1,0,64,1,0,16333,335,0,0,14,7,23.92857143,8.02,2.397401881,2,0.357142857,FALSE,TRUE,FALSE,FALSE,FALSE
none,6,7,1,6,3,4,0,1,1,0.33333334,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,13,1,0,0,0,0,0,0,2,0,1,0,0,0,0,51,1,0,14332,212,0,4,6,2,35.33333333,9.96875,1.555305702,3,0.666666667,TRUE,FALSE,FALSE,FALSE,FALSE
none,5,8,3,5,23,1,2,12,37,0.7738095,0.2967033,0.73626375,14,0,14,0,0,0,14,0,0,0,6,1,0,6,0,0,2,0,0,66,7,0,2,0,0,1,0,14,0,7,2,0,0,0,51,1025,1,2969,172,0,5,10,5,17.2,0,1.45545029,2,0.3,FALSE,FALSE,FALSE,FALSE,FALSE
minor,5,8,3,5,13,1,0,24,2,0.6666667,0.33333334,0.33333334,8,0,4,4,0,0,4,0,0,0,6,2,1,5,0,0,2,0,5,87,2,0,2,3,0,46,2,12,3,8,2,0,0,0,59,1,6,2259,45,0,2,8,6,5.625,4.814814815,1.570746584,1.333333333,0.25,FALSE,FALSE,TRUE,FALSE,FALSE
none,1,8,7,1,5,1,0,0,0,0.4,0.6,1,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,0,19,3,0,0,0,0,3,0,2,1,2,0,0,0,0,37,1,0,1616,55,0,0,3,2,18.33333333,8.375,0.663472917,1.5,0.666666667,FALSE,FALSE,FALSE,FALSE,FALSE
major,1,1,0,1,0,1,0,14,0,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,5,0,1,0,11,0,0,0,10,27,1,0,3190,159,0,0,7,2,22.71428571,0,1.90149401,3.5,0.857142857,FALSE,FALSE,FALSE,FALSE,FALSE
none,1,1,0,1,13,1,0,0,78,0,0,0,13,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,13,0,0,0,0,0,0,0,0,66,1,0,468,20,0,1,4,3,5,6.5,1.319545463,1.333333333,0.5,FALSE,TRUE,FALSE,FALSE,FALSE
major,1,9,8,1,34,1,0,0,561,0,0,0,34,0,0,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,1,0,26542,610,0,10,30,3,20.33333333,5.555555556,2.83797405,10,0.866666667,FALSE,FALSE,FALSE,FALSE,FALSE
critical,39,48,9,39,166,1,0,150,1342,0.954717,0.009966778,0.009966778,53,52,41,10,0,2,43,0,0,2,5,5,0,5,0,0,3,0,70,713,18,37,22,15,10,48,30,161,31,139,5,2,2,1,264,1,11,88314,2590,1,11,103,20,25.14563107,8.056932966,4.020185752,5.15,0.223300971,FALSE,FALSE,FALSE,TRUE,FALSE
minor,7,7,0,7,10,2,0,13,0,0,,,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,51,0,3,0,1,0,2,1,20,0,16,2,0,0,0,82,9,0,22218,301,2,5,45,7,6.688888889,10.25,3.000049589,6.428571429,0.422222222,FALSE,FALSE,FALSE,FALSE,FALSE
major,4,7,3,4,146,1,0,43,424,0.8888889,0.42857143,0.71428573,36,3,7,29,0,0,7,0,0,0,11,1,0,11,0,0,6,0,12,431,29,10,35,0,4,36,25,62,2,41,3,0,0,0,128,1,0,14379,226,0,5,7,2,32.28571429,6.068304873,1.497292647,3.5,0.571428571,TRUE,FALSE,FALSE,FALSE,FALSE
minor,31,45,14,31,41,1,0,6,545,0.9471429,0.042016808,0.048739497,35,0,35,0,0,0,35,0,0,0,20,0,0,20,0,0,0,0,0,142,23,0,4,0,0,42,4,24,5,22,1,0,0,0,89,1,0,46106,1038,1,2,36,14,28.83333333,8.947450572,3.318307261,2.571428571,0.194444444,FALSE,TRUE,FALSE,FALSE,FALSE
none,4,4,0,4,7,1,0,5,0,0.4,0.5,0.6,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,1,27,6,0,1,0,1,0,0,3,0,3,1,0,0,0,16,0,0,1710,75,0,1,7,3,10.71428571,0,1.708243654,2.333333333,0.428571429,FALSE,FALSE,FALSE,FALSE,FALSE
none,2,4,2,2,4,1,0,0,0,0.5,0.5,1,4,0,4,0,0,0,4,0,0,0,3,0,0,3,0,0,3,0,0,19,3,0,0,0,0,0,0,3,0,3,0,0,0,0,22,0,0,1134,101,1,0,2,2,50.5,7.7216,0.420124274,1,0.5,FALSE,FALSE,FALSE,FALSE,FALSE
minor,1,1,0,1,30,1,0,0,405,0.93333334,0.03448276,0.03448276,30,0,30,0,0,0,30,0,0,0,15,0,0,15,0,0,0,0,0,130,15,0,0,0,0,0,0,15,0,15,0,0,1,0,30,1,0,668,16,0,0,5,3,3.2,3.5,1.474056825,1.666666667,0.6,FALSE,FALSE,FALSE,TRUE,FALSE
minor,8,12,4,8,26,2,0,27,27,0.75,0.44444445,0.5833333,15,0,9,6,0,0,9,0,0,0,4,0,0,4,0,0,3,0,0,94,16,3,4,0,1,4,1,7,3,7,3,2,0,0,38,1,0,2865,85,0,1,4,1,21.25,5.155709343,1.352224197,4,1,FALSE,FALSE,FALSE,TRUE,FALSE
none,4,4,0,4,3,3,0,5,1,0,,,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11,1,0,0,0,2,1,0,0,0,0,1,0,0,0,49,26,0,2365,53,0,0,1,1,53,3.955,0,1,1,FALSE,TRUE,FALSE,FALSE,FALSE
minor,10,10,0,10,23,1,0,19,49,0.7733334,0.24358974,0.30769232,15,0,13,2,0,0,13,0,0,0,5,0,0,5,0,0,1,0,4,66,7,0,9,0,0,0,0,6,0,11,1,0,0,5,30,1,0,51,3,0,0,1,1,3,0,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,3,3,0,3,13,1,0,4,0,0.5238095,0.8095238,1,7,0,7,0,0,0,7,0,0,0,3,1,0,3,0,0,1,0,0,33,7,0,7,0,5,1,3,4,2,4,1,0,0,0,59,9,0,1994,166,0,1,7,7,23.71428571,4.875,1.399227671,1,0.142857143,FALSE,FALSE,FALSE,FALSE,FALSE
none,1,2,1,1,4,1,0,0,2,0.5,0.33333334,0.33333334,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,16,2,0,0,0,0,1,0,2,0,2,0,0,0,0,36,1,0,6972,203,0,3,15,7,13.53333333,11.08444444,2.244478532,2.142857143,0.333333333,FALSE,FALSE,FALSE,FALSE,FALSE
major,4,5,1,4,67,1,0,27,45,0.9,0,0,10,9,9,1,0,0,9,0,0,0,1,1,0,1,0,0,1,0,19,160,21,2,22,0,2,19,25,31,6,20,4,0,0,0,140,17,0,2804,122,0,4,9,3,13.55555556,0,1.646235416,3,0.777777778,FALSE,FALSE,FALSE,TRUE,FALSE
major,19,30,11,19,25,1,0,29,52,0.82517487,0.15151516,0.27272728,13,0,12,1,0,0,12,0,0,0,11,0,0,11,0,0,1,0,2,129,10,0,9,1,1,3,7,23,9,20,3,0,0,0,108,1,0,13225,281,0,2,11,10,25.54545455,5.375,1.964686052,1.1,0.181818182,FALSE,FALSE,FALSE,FALSE,FALSE
minor,15,17,2,15,38,1,0,20,493,0.68421054,0.14935988,0.14935988,38,0,38,0,0,0,38,0,0,0,2,0,0,2,0,0,0,0,0,122,21,0,0,0,0,0,0,3,0,2,0,0,0,0,87,1,0,13371,263,0,3,13,9,20.23076923,4.4,2.001115319,1.444444444,0.230769231,FALSE,FALSE,FALSE,FALSE,FALSE
none,2,6,4,2,14,1,0,8,12,0.61111116,0.4090909,1,12,0,12,0,0,0,12,0,0,0,3,0,0,3,0,0,0,0,2,55,11,0,1,0,1,4,4,11,8,5,1,0,0,0,22,1,0,3088,49,0,1,2,1,24.5,0,0.687931944,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,3,8,5,3,4,1,0,2,2,0.6666667,0.33333334,0.33333334,4,0,4,0,0,0,4,0,0,0,3,1,0,3,0,0,1,0,2,17,2,0,0,0,0,0,1,3,0,3,0,0,0,0,21,1,0,2411,97,1,1,1,1,97,3.28,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE
none,21,23,2,21,12,1,0,22,9,0.5,0.5,0.5,6,0,4,2,0,0,4,0,0,0,1,0,0,1,0,0,1,0,1,69,9,1,1,0,0,20,0,14,1,14,1,1,0,0,84,1,0,17717,686,1,4,47,6,14.59574468,7.345272882,3.271620735,7.833333333,0.425531915,TRUE,FALSE,FALSE,FALSE,FALSE
minor,15,21,6,15,28,1,0,19,15,0.8611111,0,0,6,5,0,1,0,5,5,0,0,0,6,6,0,5,0,1,6,0,14,91,10,0,5,0,5,3,52,22,10,15,3,0,0,0,194,16,0,1081,36,0,3,3,1,12,0,1.098612289,3,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,5,7,2,5,17,1,0,6,23,0.76666665,0.24444444,0.8,10,0,10,0,0,0,10,0,0,0,6,0,0,6,0,0,0,0,0,53,3,0,4,0,2,0,0,12,0,7,1,0,0,0,100,1,0,1736,191,0,1,9,2,21.22222222,7.375,1.357155491,4.5,0.777777778,TRUE,TRUE,FALSE,FALSE,FALSE
none,3,8,5,3,9,2,0,5,0,0.2857143,0.85714287,1,7,0,7,0,0,0,7,0,0,0,3,0,0,0,3,0,0,0,0,48,3,0,1,0,0,9,0,3,0,3,1,0,0,0,54,1,0,203,9,0,1,2,1,4.5,0,0.348832096,2,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,13,17,4,13,9,1,0,8,0,0.5555556,0.75,1,9,0,9,0,0,0,9,0,0,0,4,1,0,4,0,0,4,0,3,38,5,0,0,0,0,5,0,4,1,4,0,0,0,0,38,1,0,7657,222,1,5,8,6,27.75,4.652777778,1.527815419,1.333333333,0.375,FALSE,FALSE,FALSE,FALSE,FALSE
minor,3,3,0,3,23,2,0,7,15,0.64285713,0.2857143,0.72527474,14,0,14,0,0,0,14,0,0,0,6,0,0,6,0,0,0,0,0,104,14,0,6,0,2,7,15,33,0,14,2,0,0,0,82,1,0,520,214,1,2,5,3,42.8,7.475206612,1.601646162,1.666666667,0.6,FALSE,FALSE,FALSE,FALSE,FALSE
major,8,9,1,8,63,4,0,36,409,0.89100343,0.10080645,0.7096774,34,0,32,2,0,0,32,0,0,0,17,1,0,17,0,0,1,0,2,235,19,1,4,13,6,56,2,53,13,37,5,0,1,0,114,1,10,7102,353,3,7,15,5,23.53333333,9.75,2.360468974,3,0.333333333,TRUE,FALSE,FALSE,FALSE,FALSE
critical,53,54,1,53,47,3,0,128,66,0.95,0,0,12,0,12,0,0,0,12,0,0,0,5,4,0,5,0,0,4,0,22,369,9,2,18,9,1,109,4,94,0,84,5,3,0,0,119,1,0,23863,901,1,21,51,7,17.66666667,13.53100951,3.270316085,7.285714286,0.411764706,TRUE,FALSE,FALSE,FALSE,FALSE
major,8,13,5,8,9,3,4,3,0,0.5,0.8333333,1,5,0,4,1,0,0,4,0,0,0,4,2,2,2,0,0,4,0,2,140,6,0,4,0,0,5,0,5,0,5,1,0,2,0,40,1,0,1521,43,0,1,1,1,43,0,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
critical,4,7,3,4,143,1,0,82,593,0.95,0,0,35,35,2,33,0,0,2,0,0,0,12,12,0,12,0,0,12,0,88,588,40,8,68,2,67,2,189,179,106,76,3,0,0,0,109,1,0,6383,130,0,3,6,2,21.66666667,7.325443787,1.351950161,3,0.833333333,FALSE,FALSE,FALSE,TRUE,FALSE
none,1,1,0,1,3,3,0,0,0,0.33333334,0.6666667,1,3,0,0,0,0,3,3,0,0,0,2,0,0,0,0,2,2,0,0,15,2,0,0,0,0,0,0,2,0,2,0,0,0,0,9,8,0,9842,16,0,0,1,1,16,2,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,5,5,0,5,4,1,0,0,0,0.5,0.5,1,4,0,4,0,0,0,4,0,0,0,3,0,0,3,0,0,3,0,0,19,3,0,0,0,0,1,0,3,0,3,0,0,0,0,10,9,0,674,8,0,0,1,1,8,4.5,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,1,6,5,1,11,3,0,0,33,0.78787875,0.2,0.2,11,0,11,0,0,0,11,0,0,0,3,1,0,3,0,0,1,0,0,41,2,0,0,0,0,0,1,6,0,3,0,0,0,0,29,1,0,2171,127,0,0,3,2,42.33333333,4.8,0.957733901,1.5,0.666666667,FALSE,FALSE,FALSE,FALSE,FALSE
none,4,8,4,4,10,2,0,2,25,0.75,0.22222222,0.22222222,10,0,10,0,0,0,10,0,0,0,4,0,0,4,0,0,1,0,0,37,6,0,0,0,0,0,0,6,0,4,0,0,0,0,20,1,0,579,7,0,1,1,1,7,0,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,2,17,15,2,3,1,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0,283,12,0,0,1,1,12,0,0,1,1,TRUE,TRUE,FALSE,FALSE,FALSE
none,6,8,2,6,12,2,0,4,2,0.625,0.4642857,1,8,0,8,0,0,0,8,0,0,0,4,0,0,0,4,0,0,0,1,44,3,3,0,0,0,2,5,7,1,6,2,0,0,0,44,1,0,3824,224,0,2,7,3,32,6.561728395,1.381453446,2.333333333,0.571428571,TRUE,FALSE,TRUE,FALSE,FALSE
minor,0,4,4,0,27,1,0,2,299,0.92307687,0.04,0.04,26,0,26,0,0,0,26,0,0,0,13,0,0,13,0,0,0,0,0,96,14,0,1,0,0,0,9,25,1,13,1,0,0,0,91,1,0,1020,77,0,3,8,2,9.625,9.5,1.87585554,4,0.875,FALSE,FALSE,FALSE,FALSE,FALSE
minor,7,7,0,7,13,2,0,20,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,70,0,1,7,0,0,0,3,4,0,1,3,0,0,0,36,10,0,1437967,5029,0,4,118,42,42.61864407,9.000513685,4.633844503,2.80952381,0.127118644,FALSE,FALSE,FALSE,FALSE,FALSE
major,31,33,2,31,36,2,0,49,0,0.78571427,0.84615386,0.84615386,14,0,13,1,0,0,13,0,0,0,7,3,2,2,0,3,3,0,2,179,16,0,8,1,0,78,1,43,4,38,3,0,0,0,132,1,2,18221,503,2,14,58,13,8.672413793,6.18,3.666418207,4.461538462,0.379310345,TRUE,FALSE,FALSE,FALSE,FALSE
none,4,4,0,4,10,2,0,4,0,0.46666667,0.44444445,0.5833333,10,2,9,1,0,0,9,0,0,0,3,0,0,3,0,0,0,0,3,41,9,0,0,0,0,3,0,3,0,3,0,0,0,0,50,0,0,27650,274,0,2,6,3,45.66666667,4.637119114,1.614114377,2,0.5,TRUE,FALSE,FALSE,FALSE,FALSE
minor,1,2,1,1,17,3,0,12,0,0.4,1,1,5,1,4,1,0,0,4,0,0,0,3,0,0,2,0,1,1,0,17,73,3,0,2,2,0,6,0,8,5,5,3,0,0,0,32,1,0,2690,87,0,0,6,1,14.5,9.055867769,1.111613393,6,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,1,1,0,1,5,1,0,1,0,0.53333336,0.5,1,5,0,5,0,0,0,5,0,0,0,3,0,0,3,0,0,3,0,0,22,4,0,0,0,0,1,0,3,0,3,0,0,0,0,17,10,0,4809,356,1,3,17,4,20.94117647,6.444444444,1.947590253,4.25,0.588235294,FALSE,FALSE,FALSE,FALSE,FALSE
major,2,3,1,2,18,1,0,17,0,0.88,0,0,1,1,1,0,0,0,2,0,0,0,25,25,24,1,0,0,25,0,0,135,1,2,5,0,0,24,8,43,3,33,5,0,2,0,80,1,0,765,4,0,0,1,1,4,0,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,10,29,19,10,8,4,0,4,13,0.8214286,0.06666667,0.06666667,7,2,6,1,0,0,6,0,0,0,4,2,2,2,0,0,4,0,1,61,6,0,1,0,0,3,0,4,0,4,1,0,2,0,45,1,0,2235,82,1,1,13,9,6.307692308,10,1.927487753,1.444444444,0.230769231,FALSE,FALSE,FALSE,FALSE,FALSE
none,7,9,2,7,7,1,0,3,1,0.2857143,0.04761905,0.04761905,7,0,6,0,0,1,7,0,0,0,1,0,0,1,0,0,0,0,1,24,4,0,0,0,0,0,0,4,0,1,0,0,0,0,31,1,0,12653,131,1,0,3,2,43.66666667,5.79138322,0.99252225,1.5,0.666666667,FALSE,FALSE,FALSE,FALSE,FALSE
none,2,2,0,2,7,1,0,0,21,0.85714287,0,0,7,0,7,0,0,0,7,0,0,0,2,0,0,2,0,0,0,0,0,26,6,0,0,0,0,0,1,2,0,2,0,0,0,0,23,17,0,3857,60,0,0,4,2,15,0,1.017941927,2,0.75,FALSE,FALSE,FALSE,FALSE,FALSE
none,2,4,2,2,29,1,0,3,0,0.4666667,0.6944444,1,9,0,8,0,0,1,9,0,0,0,5,0,0,5,0,0,5,0,0,67,20,0,16,0,8,5,6,13,11,8,2,0,0,0,28,0,0,2056,15,0,0,1,1,15,0,0,1,1,FALSE,FALSE,FALSE,FALSE,FALSE
none,0,0,0,0,4,1,0,0,0,0.5,0.5,1,4,0,4,0,0,0,4,0,0,0,3,0,0,3,0,0,3,0,0,19,3,0,0,0,0,0,0,3,0,3,0,0,0,0,9,9,0,750,31,0,1,6,3,5.166666667,4,1.609098569,2,0.666666667,TRUE,FALSE,FALSE,TRUE,FALSE
none,0,1,1,0,11,1,0,1,25,0.725,0.22222222,0.4888889,10,0,10,0,0,0,10,0,0,0,4,0,0,4,0,0,0,0,0,41,6,0,0,1,0,5,1,6,1,4,1,0,0,0,20,1,0,796,16,0,1,2,2,8,0,0.693147181,1,0.5,TRUE,FALSE,FALSE,FALSE,FALSE
